CNN_Training_Predictions	ET_Training_Predictions	SVM_Training_Predictions	gold	names	customSortScore	group	modelSortScore	PyConText_Training_Predictions	RealSVMScore
0	1	1	1	502657	165.275389265	3	311.465530604	1.0	6.16497596073
0	1	1	1	4119	42.2536881609	3	64.5442794274	1.0	2.50260585003
1	1	1	1	20658	36.9603073589	3	83.5705265876	1.0	0.999780944004
1	1	1	1	520334	20.0336852505	3	118.448537539	1.0	2.01264014616
1	1	0	1	10860	10.6278978995	3	73.9930088229	0.0	-0.685188462701
1	1	0	1	694842	4.05520240883	3	39.3228159585	1.0	-1.48462434415
1	1	1	1	587238	80.1683778653	3	178.873181956	1.0	2.34212989511
1	1	1	1	47546	472.98915879	3	698.224821398	1.0	4.92222649689
0	1	0	1	11117	20.6727561445	3	153.275598949	0.0	-0.652922653521
1	1	0	1	9783	19.7217760551	3	106.123913391	1.0	-0.759669735976
1	1	1	1	435210	32.3350674699	3	125.625503321	1.0	0.216494691674
0	1	0	1	367244	4.67911635593	3	24.1386849013	1.0	-1.22001708154
0	1	1	1	29192	40.5534070578	3	71.1186882876	1.0	1.00003071118
1	1	1	1	5849	57.4950628233	3	107.945390188	1.0	0.944041235012
0	1	1	1	11109	31.3889441466	3	73.7774897822	1.0	0.999868732134
0	1	1	1	10642	73.9856218519	3	133.239710283	1.0	4.35525007038
1	1	1	1	34652	49.9424693573	3	286.885578389	1.0	1.0001455745
1	1	1	1	542043	38.9796212333	3	197.879702092	1.0	1.50498706111
1	1	1	1	711992	44.3571251409	3	60.9118427058	1.0	0.510971750751
1	1	1	1	52930	12.1510274417	3	120.983016315	1.0	0.00893926188244
0	1	1	1	457302	8.60024635786	3	27.3028867505	1.0	1.00625651749
1	1	0	1	6864	599.900272326	3	-119.030565401	1.0	-1.31909622961
0	1	1	1	371824	139.011075052	3	181.431481827	1.0	1.00025747335
0	1	1	1	14829	49.8353830274	3	130.681709651	1.0	1.60195474321
1	1	1	1	665057	29.6310358791	3	231.581355744	1.0	0.455882604742
1	0	0	1	41391	11.0343771858	3	95.659883312	0.0	-1.53289955124
0	0	0	0	9992	12.1915660452	1	43.7783181329	1.0	-0.408444969795
0	0	0	0	9649	11.4992054199	1	102.190319275	0.0	-1.83567282144
0	0	0	0	9331	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	8349	1.76380060221	1	10.5807039896	0.0	-1.54252846816
0	0	0	0	8081	3.67330210773	1	34.5324639637	0.0	-1.82885926645
0	0	0	0	7546	21.9015783168	1	73.5559143113	1.0	-0.559413028611
0	0	0	0	733248	6.42330210773	1	41.8916898173	0.0	-1.43898377829
0	0	0	0	732168	4.10879311097	1	39.3421031414	0.0	-1.57224121225
0	0	0	0	724519	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	722825	2.52760120442	1	20.1614079792	0.0	-2.16057060549
0	1	0	0	719612	28.4550345558	1	147.889004158	1.0	-0.140789590055
0	0	0	0	718668	3.67330210773	1	34.5324639637	0.0	-1.74097586104
0	0	0	0	712144	5.58280361325	1	58.4842239377	0.0	-1.63863246667
0	0	0	0	711285	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	711096	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	709834	4.42951934872	1	28.8763280306	0.0	-1.27694007949
0	0	0	0	704821	5.20925460867	1	61.6684648841	0.0	-1.67735560192
0	0	0	0	697369	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	695809	2.90950150552	1	24.9517599741	0.0	-1.74190006944
0	0	0	0	694754	2.14570090331	1	15.3710559844	0.0	-2.37432283986
0	1	1	0	689517	22.8930761467	1	135.695655836	0.0	0.120193555091
0	1	0	0	688144	9.25037778553	1	26.8901094128	0.0	-1.00001753869
0	0	0	0	687558	4.05520240883	1	39.3228159585	0.0	-1.76225919008
0	0	0	0	686432	1.0	0	1.0	0.0	-1.83815342602
0	1	0	0	686056	7.9726433462	1	34.6286525118	0.0	-1.41193609552
0	1	0	0	684548	16.5311231271	1	44.3462389569	0.0	-1.00010745059
0	0	0	0	680357	5.96470391435	1	63.2745759325	0.0	-1.5821943327
0	0	0	0	680107	4.93800799008	1	87.2475356724	0.0	-1.45670026892
0	0	0	0	676430	8.69041529721	1	92.7525036149	0.0	-1.03497148356
0	0	0	0	6764	5.63639431539	1	58.5035111206	0.0	-1.76563454717
0	0	0	0	674321	2.14570090331	1	15.3710559844	0.0	-2.36523221395
0	1	0	0	670961	18.5898311329	1	152.496581429	0.0	-0.379753013955
0	0	0	0	670572	2.90950150552	1	24.9517599741	0.0	-1.7625839977
0	0	0	0	670038	2.90950150552	1	24.9517599741	0.0	-1.6515235985
0	0	0	0	668553	3.29140180662	1	29.7421119689	0.0	-1.49493464886
0	0	0	0	666136	2.14570090331	1	15.3710559844	0.0	-1.79740026878
0	0	0	0	663668	3.68165340425	1	42.5070569049	0.0	-1.23293157698
0	0	0	0	662377	3.29140180662	1	29.7421119689	1.0	-1.76224954195
0	0	0	0	656582	9.31663568104	1	80.8262479461	0.0	-1.42260650566
1	0	0	0	654960	12.2494702799	1	95.3707827941	0.0	-1.80210932471
0	0	0	0	652213	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	0	0	0	651981	3.67330210773	1	34.5324639637	0.0	-2.04432375377
0	0	0	0	651622	2.90950150552	1	24.9517599741	0.0	-1.80164905329
0	0	0	0	649505	11.7956231053	1	133.289942535	0.0	-0.99958041855
0	0	0	0	649304	5.2176059052	1	69.6430578254	0.0	-1.39119717045
0	0	0	0	646584	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	0	0	0	646048	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	1	0	0	645441	7.5907430451	1	29.838300517	0.0	-0.581018013291
0	0	0	0	644194	12.92473514	1	67.0119687934	1.0	-0.999697237609
0	0	0	0	711393	1.0	0	1.0	0.0	-1.83815342602
0	1	0	0	644172	11.027845755	1	72.9514684703	0.0	-1.02109450897
0	0	1	0	643519	13.2667316392	1	0.755966109749	1.0	0.968565661908
0	0	0	0	641749	6.24521258977	1	70.3494698041	0.0	-0.795385293872
0	0	0	0	641506	4.43710270994	1	44.1131679533	0.0	-1.82444903987
0	0	0	0	640625	4.1171444075	1	47.3166960826	0.0	-1.09997400569
0	0	0	0	637262	3.29140180662	1	29.7421119689	0.0	-1.73404088555
0	0	0	0	637126	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	637099	7.30665340425	1	57.4710402735	0.0	-0.164593476883
0	0	0	0	630412	6.50943656151	1	74.6355882422	0.0	-1.91160324732
0	0	0	0	630040	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	684228	4.43710270994	1	44.1131679533	0.0	-2.21729602912
1	0	0	0	629394	5.04140180662	1	75.5766611775	0.0	-0.999791930392
1	0	0	0	627804	6.51674087037	1	51.9270386842	0.0	-1.34848114716
0	0	0	0	626680	3.34499250876	1	29.7613991517	0.0	-1.55514298384
0	0	0	0	626375	26.3779818932	1	107.281838233	0.0	-1.00046426609
0	0	0	0	632095	10.3606026184	1	81.0091137479	0.0	-0.999754511413
0	0	0	0	624298	6.36330680851	1	84.0141138098	0.0	-1.47596151368
0	0	0	0	624058	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	621548	6.73231891421	1	62.7556762722	0.0	-1.32397210259
0	0	0	0	618739	4.93800799008	1	87.2475356724	0.0	-1.47525873195
0	1	0	0	618378	5.06101665704	1	28.9290368961	0.0	-1.0811590312
0	0	0	0	618339	1.3819003011	1	5.79035199481	0.0	-1.83815342602
0	0	0	0	718138	2.52760120442	1	20.1614079792	0.0	-1.95925751229
0	0	0	0	616049	3.29975310315	1	37.7167049101	0.0	-1.9201477283
0	0	0	0	615629	2.90950150552	1	24.9517599741	0.0	-2.02568776444
0	0	0	0	610954	6.76190970267	1	104.753651687	0.0	-0.999739543764
0	0	0	0	610736	2.90950150552	1	24.9517599741	0.0	-2.11175667786
0	1	0	0	609164	8.88468190004	1	76.9487844895	0.0	-1.48295559596
0	1	0	0	8706	6.966829098	1	45.0224315742	0.0	-1.53474092677
0	0	0	0	611424	6.35495551198	1	76.0395208686	0.0	-1.62444320298
0	0	0	0	608102	4.06355370536	1	47.2974088997	0.0	-1.8013834653
0	0	0	0	607848	5.69799346575	1	59.1617355224	0.0	-1.9908066552
0	1	0	0	604886	27.5336231736	1	48.0701361996	1.0	-0.904739777653
0	0	0	0	700208	4.05520240883	1	39.3228159585	0.0	-1.32188592998
0	0	0	0	603668	2.52760120442	1	20.1614079792	0.0	-1.98936358984
1	0	0	0	602842	5.58280361325	1	58.4842239377	0.0	-1.89130211617
0	0	0	0	7846	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	598823	2.90950150552	1	24.9517599741	0.0	-1.67132787343
1	0	0	0	598112	4.81900301104	1	48.9035199481	0.0	-2.11299467927
0	0	0	0	593507	3.29140180662	1	29.7421119689	0.0	-1.7335437211
0	0	0	0	592212	4.10879311097	1	39.3421031414	0.0	-1.69216643544
0	0	0	0	591073	3.29140180662	1	29.7421119689	0.0	-1.75912232968
1	1	0	0	589254	5.97616817219	1	41.3085306892	1.0	-0.999908578835
0	0	0	0	587911	2.77614628122	1	22.895339769	0.0	-2.47025111957
0	0	0	0	587452	4.43710270994	1	44.1131679533	0.0	-2.3794089261
0	0	0	0	605210	5.05732759248	1	21.0706716002	0.0	-1.42618802159
0	0	0	0	585420	13.7790926577	1	89.1849029483	1.0	-1.41471908415
0	0	0	0	585375	19.5098904727	1	152.182592745	1.0	-0.958515739486
0	0	0	0	681471	4.69399908327	1	54.8216926843	0.0	-1.50702314536
0	1	0	0	583636	7.20884274399	1	25.0479485222	0.0	-0.806210673766
0	1	0	0	587741	13.1400914329	1	43.1754487378	1.0	-1.00009601727
0	0	0	0	582899	5.49281859572	1	25.8803107778	0.0	-1.28180743127
0	1	0	0	582784	9.0226539415	1	101.468565051	1.0	-0.819983631456
0	0	0	0	582205	2.90950150552	1	24.9517599741	0.0	-1.97325967609
0	0	0	0	578484	1.76380060221	1	10.5807039896	0.0	-1.83815342602
0	0	0	0	571254	1.0	0	1.0	0.0	-1.83815342602
0	0	0	0	570555	2.52760120442	1	20.1614079792	0.0	-2.17034045307
0	0	0	0	634182	5.11080210773	1	44.6875706873	0.0	-1.76844744417
0	0	0	0	5698	11.0901799351	1	125.607013414	0.0	-1.49369172688
0	0	0	0	567505	21.7491823419	1	41.3729552276	0.0	-1.00008198863
0	0	0	0	563987	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	563257	3.67330210773	1	34.5324639637	0.0	-1.83815342602
0	0	0	0	8927	5.74357571967	1	58.5420854864	0.0	-1.66304976726
0	0	0	0	559602	2.77614628122	1	22.895339769	0.0	-1.92509943399
1	0	0	0	559562	16.6958894727	1	73.0570055803	0.0	-0.568711587423
0	1	0	0	557792	5.97775287277	1	21.7385092131	0.0	-0.969974720553
0	0	0	0	557088	3.29140180662	1	29.7421119689	0.0	-1.71090615876
0	0	0	0	557066	2.14570090331	1	15.3710559844	0.0	-1.83815342602
0	0	0	0	556842	18.4082201416	1	73.8712870674	0.0	-0.860726422952
0	0	0	0	554104	6.72850451656	1	72.8552799222	0.0	-1.76435742181
0	0	0	0	553826	2.14570090331	1	15.3710559844	1.0	-1.43657285318
0	1	0	0	54821	14.5387469029	1	146.754136124	0.0	-0.830710592319
0	0	0	0	545553	8.64635731861	1	104.781632837	0.0	-1.63812363305
0	0	0	0	545042	2.14570090331	1	15.3710559844	0.0	-1.99780036289
0	0	0	0	542107	42.1547070867	1	321.625009485	1.0	-0.999763145062
0	0	0	0	541739	2.90950150552	1	24.9517599741	0.0	-1.83815342602
0	0	0	0	541543	4.10879311097	1	39.3421031414	0.0	-1.62871337816
0	0	0	0	557069	1.76380060221	1	10.5807039896	0.0	-1.96652402601
0	0	0	0	540328	5.58280361325	1	58.4842239377	0.0	-1.59419101719
0	1	0	0	683651	7.3487293991	1	49.812783569	0.0	-1.450510723
0	0	0	0	539900	4.81900301104	1	48.9035199481	0.0	-1.91937608278
0	0	0	0	539767	4.68564778674	1	46.847099743	0.0	-1.464471712
0	0	0	0	53826	4.05520240883	1	39.3228159585	0.0	-1.83815342602
0	1	0	0	537250	11.139346543	1	65.770614759	0.0	-1.47404476893
0	0	0	0	535807	2.52760120442	1	20.1614079792	0.0	-1.83815342602
0	0	0	0	535432	7.46391925161	1	50.4902951537	1.0	-1.45702734706
0	0	0	0	535175	7.50900771182	1	98.3851697942	0.0	-1.67401191092
0	1	0	0	53487	8.11253000131	1	59.3934875586	0.0	-1.78374599093
0	1	0	0	534659	3.91162668916	1	6.69961561572	0.0	-1.74677412979
0	1	0	0	52317	5.82112819468	1	30.6513755898	1.0	-1.56869087583
